_key,full_name,team,position,status,injury_status,age,years_exp,number,college,espn_id,gsis_id,sportradar_id
10210,Cameron Latu,PHI,TE,Active,,26,3,36,Alabama,,,3763a2ec-ee98-4cf4-9aa7-ee626057c56f
10212,Josh Whyle,GB,TE,Active,,26,3,81,Cincinnati,,,601467c7-b593-472d-a147-b8e7bfdbe990
10213,Tre Tucker,LV,WR,Active,,25,3,1,Cincinnati,,,9beb72c5-5a81-413c-ada3-ff4854c95cf4
10214,Davis Allen,LAR,TE,Active,Questionable,25,3,87,Clemson,,,02a77d8c-3b89-4a61-86a2-0c005c1e589a
10215,Jake Haener,NYG,QB,Active,,27,3,14,Fresno State,,,70376919-8220-4128-a089-72d5b10f2346
10218,Xavier Hutchinson,HOU,WR,Active,,26,3,19,Iowa State,,,aed98af2-b228-4b74-a804-2d210bd11122
10219,Chris Rodriguez,JAX,RB,Active,,26,3,24,Kentucky,,,ae5c4758-cb53-4f17-8763-b91381036af3
10220,Will Mallory,IND,TE,Active,,27,3,86,Miami (FL),,,5d4a5e4f-7c74-4b4c-b8e5-33bb831e3057
10221,Ronnie Bell,NO,WR,Active,,26,3,11,Michigan,,,ba06804a-b84c-408a-8ef6-5226d8424479
10222,Jayden Reed,GB,WR,Active,,26,3,11,Michigan State,,,23a306bc-5f77-4574-a575-bd599f243185
10223,Eric Gray,NYG,RB,Active,,26,3,20,Oklahoma,,,dcc536c1-36f2-4e34-8028-ccf32d930018
10224,Brayden Willis,SF,TE,Active,,26,3,9,Oklahoma,,,733cc366-53e3-4703-a2fc-2aa860272cf3
10225,Jonathan Mingo,DAL,WR,Active,,25,3,81,Ole Miss,,,6cf0c82d-87e4-4cfc-8475-77667ed92796
10226,Andrei Iosivas,CIN,WR,Active,,26,3,80,Princeton,,,30c0df5e-bb77-4eee-8390-8fc13844e1c3
10227,Payne Durham,TB,TE,Active,,26,3,87,Purdue,,,c4a8b4c9-5db8-4187-852b-9557bef8724e
10228,Charlie Jones,CIN,WR,Active,,27,3,15,Purdue,,,c634c231-61fb-4725-8533-2cce14bfebbf
10229,Rashee Rice,KC,WR,Active,,26,3,4,SMU,,,cbd73c09-da07-48b0-a0d6-f248dfa631b6
10231,Elijah Higgins,ARI,TE,Active,Questionable,25,3,84,Stanford,,,a01b7698-d67f-4b60-b2fb-4c667336b718
10232,Michael Wilson,ARI,WR,Active,,26,3,14,Stanford,,,b91be982-fccd-448e-869b-e9b5148a1730
10234,Derius Davis,LAC,WR,Active,,25,3,12,TCU,,,21bf2521-3382-4e62-8249-a083435595b3
10235,Roschon Johnson,CHI,RB,Active,,25,3,23,Texas,,,e3c414c0-be8c-4807-af9c-f91d89c83e60
10236,Dalton Kincaid,BUF,TE,Active,,26,3,86,Utah,,,b961fa15-0676-4948-b95f-56d06319d40e
1035,Nate Ebner,NYG,DB,Inactive,,33,10,43,Ohio State,15125,00-0029570,93927d6e-9271-4c1e-8239-cc20fd788ba9
1039,Tavon Wilson,SF,DB,Inactive,,32,10,32,Illinois,14977,00-0029410,cbe81592-1ee2-4bf1-870a-2578c4c8267e
10444,Cedric Tillman,CLE,WR,Active,Questionable,26,3,19,Tennessee,,,148330d9-5182-4b58-b695-8067aaba4731
1052,Demario Davis,NYJ,LB,Active,,37,14,56,Arkansas State,14958,00-0029607,e6221da0-1ce0-4f60-85b5-f2094e9d2863
10857,Stetson Bennett,LAR,QB,Active,,28,3,13,Georgia,,,a5cc5958-01f9-4b7d-a8d9-c44625d53ed5
10859,Sam LaPorta,DET,TE,Active,Questionable,25,3,87,Iowa,,,3059f1e5-1871-4458-9e90-9b9917874c61
10860,Malik Cunningham,DET,WR,Active,,27,3,15,Louisville,,,2bf2f410-e6f2-11ed-abca-c7a3a205e21d
10866,Aidan O'Connell,LV,QB,Active,,27,3,12,Purdue,,,5891a917-9071-4bc2-a652-7f702c44cbd2
10867,Jake Bobo,SEA,WR,Active,Questionable,28,3,19,UCLA,,,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88
10871,Luke Schoonmaker,DAL,TE,Active,,27,3,86,Michigan,,,143957a7-4649-4a19-b351-e606edc75ebd
10872,Felix Anudike-Uzomah,KC,DE,Active,,24,3,91,Kansas State,,,0f9883f3-bff3-4247-8e90-7df2066070c6
10873,Nolan Smith,PHI,LB,Active,,25,3,3,Georgia,,,e9194ad2-d400-4dfe-9f4f-8b984537df60
10874,Bryan Bresee,NO,DT,Inactive,IR,24,3,90,Clemson,,,98884f9f-5117-476a-a20a-809b38714e6d
10875,Myles Murphy,CIN,DL,Active,Questionable,24,3,99,Clemson,,,fb188308-cd65-4c61-b8c5-b9252b638b09
10876,Anton Harrison,JAX,OL,Active,,24,3,77,Oklahoma,,,9e6926a1-830d-4051-87a4-64c06a1e6d5d
10877,Mazi Smith,NYJ,DL,Active,,25,3,58,Michigan,,,8f71baa6-45f2-4b27-8d26-508290a50604
10878,Deonte Banks,NYG,DB,Active,,25,3,2,Maryland,,,e905a38b-bf94-4d46-b9e3-a7b534258a20
10879,Calijah Kancey,TB,DL,Active,,25,3,94,Pittsburgh,,,cabe57e5-4675-40cf-9090-58c63f823e70
10880,Jack Campbell,DET,LB,Active,,25,3,46,Iowa,,,1f7ce27f-61ef-47e5-bd48-eac4b1c0228f
10881,Christian Gonzalez,NE,DB,Active,Questionable,24,3,0,Oregon,,,e847f127-f5f4-41a0-87bb-b89e546e0df4
10882,Emmanuel Forbes,LAR,CB,Active,,25,3,1,Mississippi State,,,0c767043-de67-4d90-af09-95c45a8ceeaa
10883,Will McDonald,NYJ,DE,Active,,27,3,9,Iowa State,,,21792a74-7864-4234-bc47-891d5f9e7024
10884,Broderick Jones,PIT,OL,Active,,25,3,77,Georgia,,,d96e572c-239f-4d88-8efa-282e8ace9e78
10885,Lukas Van Ness,GB,DL,Active,,25,3,90,Iowa,,,1f8b4936-d0f8-4e9e-9f6f-5f4138180d7d
10886,Peter Skoronski,TEN,OL,Active,,25,3,77,Northwestern,,,02e6087b-daa6-45b4-ad5a-0bf4f3893011
10887,Darnell Wright,CHI,OL,Active,,25,3,58,Tennessee,,,fb7f2f5e-3f3c-4497-ad52-1d5838d681ef
10888,Jalen Carter,PHI,DL,Active,,25,3,98,Georgia,,,1c443cd8-b9ad-4676-9a8e-8cee52b07637
10889,Tyree Wilson,NO,LB,Active,,26,3,98,Texas Tech,,,73aefe0e-8b0e-46c2-a0fe-cc4eb269f969
10890,Paris Johnson,ARI,OL,Active,,25,3,70,Ohio State,,,b46d84ef-d811-47f5-a6e2-586bfbc8f548
10891,Devon Witherspoon,SEA,DB,Active,,25,3,21,Illinois,,,fa026462-0615-4077-81e1-90daf1c5b8f9
10892,Will Anderson,HOU,DL,Active,,24,3,51,Alabama,,,9e22bbe3-5323-42e0-a82e-03e3794ea67f
10893,Juice Scruggs,DET,OL,Active,,26,3,70,Penn State,,,382fa142-6856-40e8-944f-3445321919ce
10894,DJ Turner,CIN,DB,Active,,25,3,0,Michigan,,,7db46644-05bb-41b5-938a-e93a50e1d6c4
10895,O'Cyrus Torrence,BUF,OL,Active,,26,3,64,Florida,,,dac7972d-044d-41c6-9510-14707667e7b0
10896,John Michael Schmitz,NYG,OL,Active,Questionable,27,3,61,Minnesota,,,11f869d4-b98a-41ba-9da9-8df408ebe6b3
10897,Tyrique Stevenson,CHI,CB,Active,Questionable,26,3,29,Miami (FL),,,64d9cda4-1ff4-4b21-bdba-586877c70813
10898,Tuli Tuipulotu,LAC,DL,Active,,23,3,45,USC,,,8b3391ab-5126-4ed8-b181-59723f7f5a99
10899,Gervon Dexter,CHI,DL,Active,,24,3,99,Florida,,,fd3922bc-d7bf-4f2e-9255-d297a86b43d5
10901,Keeanu Benton,PIT,NT,Active,,25,3,95,Wisconsin,,,9fd22aa3-6cb6-4bae-af1b-cc0ba0511e08
10902,Cody Mauch,TB,T,Active,,27,3,69,North Dakota State,,,64dce7de-f582-48bb-9acf-a971212d4fec
10903,Quan Martin,WAS,DB,Active,,26,3,20,Illinois,,,e52e1ff1-7a48-4b89-84c1-35841460ab0d
10904,Keion White,SF,DL,Active,Questionable,27,3,56,Georgia Tech,,,a93bdfeb-068f-4933-89a2-8071adefd6f9
10905,Brian Branch,DET,DB,Active,PUP,24,3,32,Alabama,,,3e01cc5d-ca6c-4604-a6c1-249a1aa9df3a
10906,JuJu Brents,MIA,DB,Active,Questionable,26,3,8,Kansas State,,,194d2310-bc4e-4fc8-9a76-1fe506f35977
10907,Joe Tippmann,NYJ,OL,Active,,25,3,66,Wisconsin,,,c5b6d4e6-6fbe-4db1-968e-16e15e3db099
10908,BJ Ojulari,ARI,DE,Active,,24,3,9,LSU,,,f4d8da18-8be8-470c-947c-d9fd3d85612c
10909,Isaiah Foskey,CIN,DL,Active,,25,3,51,Notre Dame,,,c0a4eddb-90da-45d5-8695-cb15ea16e4b5
10910,Matthew Bergeron,ATL,OL,Active,,26,3,65,Syracuse,,,53e590cb-a4a9-4dc0-9608-3eefec4b1abb
10911,Derick Hall,SEA,DE,Active,,25,3,58,Auburn,,,57b847dd-7af4-4d16-b934-641ab9b5911b
10912,Steve Avila,LAR,C,Active,,26,3,73,TCU,,,df6549e4-cf19-475b-8098-4a12c50495a7
10913,Joey Porter,PIT,DB,Active,PUP,26,3,24,Penn State,,,fbc596af-8abd-466f-9c01-7a38d11eb7a4
10914,Daiyan Henley,LAC,LB,Active,,26,3,0,Washington State,,,93f17bc5-55d5-441a-a29d-d419ed4725e7
10916,Kobie Turner,LAR,DT,Active,Questionable,27,3,91,Wake Forest,,,86f8915e-a09a-4cdf-ad41-13d72d217269
10917,Byron Young,LAR,LB,Active,,28,3,0,Tennessee,,,cd7de1ce-ad93-4bb6-8b70-c79194a7373e
10918,Mekhi Blackmon,IND,CB,Active,,27,3,29,USC,,,4253e615-0bcd-4e9e-bf61-1f05a2bf2d4b
10919,Sydney Brown,ATL,DB,Active,,26,3,29,Illinois,,,c9da2c23-478b-48a8-8a98-408caf3f0d16
10920,Tyler Steen,PHI,OL,Active,,26,3,56,Alabama,,,f1a6c070-572e-4728-b5ab-7765bb31f9e2
10921,Yaya Diaby,TB,DL,Active,,27,3,0,Louisville,,,62a727ba-8ffd-40bd-bad7-f49bf6a2edf7
10922,Wanya Morris,ATL,OL,Active,,25,3,79,Oklahoma,,,b8192dc2-d5a9-4ff6-a0f3-eeb9fc6d9aa6
10923,Dorian Williams,BUF,LB,Active,,25,3,42,Tulane,,,2d51bf60-ea75-4142-a00a-8b152a91e59f
10924,Zacch Pickens,NYG,DL,Active,,26,3,90,South Carolina,,,87895e2c-f210-497d-956a-cb5aac9fd8b5
10925,Byron Young,PHI,DL,Active,Questionable,25,3,94,Alabama,,,d606b6ee-de91-44cb-aebf-87f81daa14d2
10926,Marte Mapu,HOU,DB,Active,,26,3,14,Sacramento State,,,5c55344a-6192-4def-9860-ffd5a571fe68
10927,Jordan Battle,CIN,DB,Active,,25,3,27,Alabama,,,a462797c-d8d9-404c-b663-3ced76d6fc93
10928,Brodric Martin-Rhodes,ARI,DT,Active,,27,3,98,Western Kentucky,,,c0c6761c-081c-426a-b186-26ff20791e70
10929,Drew Sanders,DEN,LB,Active,,24,3,41,Arkansas,,,779fd90f-ae23-4f6e-80f2-49052e7ca6aa
10930,Riley Moss,DEN,DB,Active,,26,3,21,Iowa,,,8f79eaa3-df62-4214-a497-1e13970e6b82
10932,Garrett Williams,ARI,DB,Active,,25,3,21,Syracuse,,,e2fdfaf7-d2c4-4482-9ac2-f8fe43c49130
10933,DeMarvion Overshown,DAL,LB,Active,,26,3,0,Texas,,,2df409f7-2d3a-4dc3-98aa-0b261594bb1f
10934,Zach Harrison,ATL,DE,Active,,25,3,96,Ohio State,,,9d1624c5-958f-42ec-965d-f6dbb85e0401
10935,Trenton Simpson,BAL,LB,Active,,25,3,32,Clemson,,,a2ceb68a-71c0-465c-8548-36967d302cc9
10936,Ji'Ayir Brown,SF,DB,Active,,26,3,27,Penn State,,,626586f3-5706-443e-a272-c6d9e6239784
10938,D.J. Johnson,WAS,LB,Active,,27,3,53,Oregon,,,11feb266-14e8-488c-9f7e-f221eaa92df8
10939,Jay Ward,MIN,DB,Active,,26,3,24,LSU,,,7d06db84-b31e-4b68-a6cc-93fb87763a7f
10940,Nick Herbig,PIT,LB,Active,,24,3,51,Wisconsin,,,59b7b521-a0be-4ee5-8809-362601c2c80e
10941,Tyler Lacy,DET,DE,Active,,26,3,93,Oklahoma State,,,e21d11de-78f9-47a9-b69a-ae18207ab2c7
10943,Isaiah McGuire,CLE,DL,Active,,25,3,57,Missouri,,,977590e8-97a0-4b2e-9f6c-c8d047d12f19
10944,Tavius Robinson,BAL,DE,Active,,27,3,95,Ole Miss,,,2d4593e4-b908-4b29-a88a-835d2566781f
10946,Jon Gaines,ARI,OL,Active,,27,3,71,UCLA,,,bfbfd168-8972-4811-b955-4710d7e5ab11
10947,Ventrell Miller,JAX,LB,Active,,27,3,51,Florida,,,adcc651b-c635-4d09-a411-63452f8192fa
10948,Carter Warren,MIA,OL,Inactive,IR,27,3,77,Pittsburgh,,,4739afd8-0aa4-4b23-a417-41d15e8094be
10949,Chamarri Conner,KC,DB,Active,,26,3,27,Virginia Tech,,,cc4627f1-1af2-4a3d-aa78-c5f905a8a43d
10950,Braeden Daniels,LV,OL,Active,,25,3,79,Utah,,,6897f01b-8a06-41ff-9385-12f25f62160f
10952,Colby Wooden,IND,DE,Active,,25,3,96,Auburn,,,1a7b6176-ef99-4566-a38c-14abe051b899
10953,Chandler Zavala,CAR,G,Active,,27,3,62,North Carolina State,,,97434979-830a-4a55-9032-17b00c0b7f2c
10954,Clark Phillips,ATL,CB,Active,,24,3,22,Utah,,,7553d094-7584-41bd-96f4-6b122a60c13b
10955,Chad Ryland,ARI,K,Active,,26,3,38,Maryland,,,c77efa70-0691-4a21-8064-a5880569b559
10956,Dawand Jones,CLE,OL,Active,,25,3,79,Ohio State,,,f03da4ea-20c4-4afd-9477-038983b9b592
10957,Adetomiwa Adebawore,IND,DL,Active,,25,3,95,Northwestern,,,6ca4cb4d-c6ea-4a5e-875e-c32922c2fbe5
10958,Dylan Horton,HOU,DL,Active,,26,3,92,TCU,,,98002b7f-d453-4585-893c-ea52296bbc56
10959,Anthony Bradford,SEA,OL,Active,,25,3,75,LSU,,,a05d2d71-0620-4474-8e76-5fa93e9a090a
10960,Jake Andrews,HOU,OL,Active,,26,3,60,Troy,,,570f7b2d-1cdc-4307-a334-3cac2c288c33
10961,Blake Freeland,IND,OL,Active,,25,3,73,BYU,,,23b83203-9ee4-4811-93d5-403958288a96
10962,Kelee Ringo,PHI,DB,Active,,24,3,7,Georgia,,,04d384d9-06da-4436-a637-14637705d7b3
10963,Jakorian Bennett,PHI,DB,Active,Questionable,25,3,23,Maryland,,,8197c5b4-ade0-47e4-81b3-f16aa47eab12
10964,Nick Saldiveri,NO,OL,Active,PUP,26,3,64,Old Dominion,,,ac3defdb-453a-42db-b3cc-aa5441f3e690
10965,Warren McClendon,LAR,OL,Active,,25,3,71,Georgia,,,f204a8e1-2127-4637-aacc-fae233a2fa01
10966,Robert Beal,MIA,LB,Active,,27,3,51,Georgia,,,5d64ba96-04f6-41ee-8620-ed251f16485c
10968,Asim Richards,NO,OL,Active,,25,3,72,North Carolina,,,eefb94f0-fa64-4b02-93dd-ba7a992760a3
10969,Owen Pappoe,ARI,LB,Active,,25,3,44,Auburn,,,e6926317-2584-496a-9f32-e422040a8a20
10970,Henry To'oTo'o,HOU,LB,Active,,25,3,39,Alabama,,,b3523130-926a-4d1c-bfde-775975583398
10972,Terell Smith,CHI,DB,Active,Questionable,27,3,32,Minnesota,,,3c6085b1-7c02-498e-b587-1ff13c0ac27b
10974,Antonio Johnson,JAX,DB,Active,,24,3,6,Texas A&M,,,078c2a41-ec84-4425-b64e-8d92cee16305
10975,Daniel Scott,IND,DB,Active,,27,3,32,California,,,facf38e6-6cb0-4ce4-b1b8-992f388023ad
10977,Jordan McFadden,CHI,OL,Active,,26,3,74,Clemson,,,b9a05879-8264-4958-9e5d-3d6f2b899b77
10978,Darrell Luter,SF,CB,Active,,26,3,28,South Alabama,,,8b45bbcf-b700-4db4-8382-163ddf2db169
10979,Olu Oluwatimi,SEA,C,Active,,27,3,55,Michigan,,,db576f31-0dbd-46c9-b978-d0d96b273048
1098,Brandon Brooks,PHI,G,Inactive,,32,10,79,Miami (OH),14962,00-0029679,9fe21c07-823a-47a1-a4dd-0c611c0280c5
10980,SirVocea Dennis,TB,LB,Active,,26,3,8,Pittsburgh,,,c5a8f0e1-b5ff-4018-b4da-3676ac12207e
10981,Colby Sorsdal,DET,OL,Active,,26,3,75,William & Mary,,,37c4c213-f714-4624-a9f7-17f7d1b80343
10982,Mike Morris,SEA,DE,Active,,25,3,94,Michigan,,,2697a8a5-c22d-4290-a266-5b153bf384e3
10983,Sean Clifford,CIN,QB,Active,,28,3,4,Penn State,,,332b31ed-37a0-4172-acde-f7377c5bdff1
10984,Noah Sewell,CHI,LB,Active,PUP,24,3,44,Oregon,,,3008a8a1-5943-47ff-81ef-1b3367bbbecd
10985,Jordan Howden,NO,DB,Active,,26,3,31,Minnesota,,,e33aa81a-83e9-411b-8265-f31da58a33b9
10986,Jammie Robinson,ATL,DB,Active,,25,3,34,Florida State,,,406b6c6f-0172-482e-9ade-f38f5abb95f0
10987,Atonio Mafi,LV,OL,Active,,25,3,56,UCLA,,,44b4ea1b-753e-431a-8afa-37445dbc412f
10990,Darius Rush,WAS,DB,Active,,26,3,29,South Carolina,,,254842eb-c5ad-4e57-8679-3df5a674a14e
10992,Yasir Abdullah,JAX,LB,Active,,26,3,56,Louisville,,,6eef8572-d9b4-4518-a759-19569e381e06
10994,Scott Matlock,LAC,DT,Active,,26,3,44,Boise State,,,9cedc261-40ff-4fe3-80e1-e128dcceede0
10997,Jerrick Reed,TEN,DB,Active,,26,3,28,New Mexico,,,d492db9f-35b8-45e9-9e32-acd5dd7d1f42
10998,Jose Ramirez,PHI,DL,Active,,27,3,43,Eastern Michigan,,,7b582d77-4357-48db-973c-3b92e57272cb
10999,Josh Hayes,TB,CB,Active,,27,3,32,Kansas State,,,95242131-623b-41d0-8898-9d6f71da56f7
11000,Zaire Barnes,NYG,LB,Active,,26,3,46,Western Michigan,,,ba2d2783-654f-4621-9160-06ebb4bafd77
11001,Jarrick Bernard-Converse,NYG,CB,Inactive,IR,26,3,35,LSU,,,c506285e-abfb-4503-b981-20aaa0bf49a0
11003,Amari Burney,JAX,LB,Active,,26,3,49,Florida,,,c310e54b-06b0-4940-b75b-d06a7dfe351e
11004,Titus Leo,SF,LB,Inactive,IR,26,3,61,Wagner,,,8acaa329-206b-4d5a-9a4f-c4b1ecef54a7
11005,Jarrett Patterson,HOU,OL,Active,,26,3,54,Notre Dame,,,88248197-6d57-4255-b1e0-5de23c62f942
11006,Ameer Speed,DAL,CB,Active,,26,3,39,Michigan State,,,00c33918-f3b1-4993-ba67-ec0db11ea349
11007,Bryce Baringer,NE,P,Active,,27,3,17,Michigan State,,,2b18e3fd-9765-4644-9fc8-2f316ceda6d5
11009,Karl Brooks,GB,DT,Active,,26,3,94,Bowling Green,,,c76a4bef-3d1f-4326-82bd-81065b5cfb10
11011,JL Skinner,DEN,DB,Active,,25,3,34,Boise State,,,ad57b64a-befa-40fd-ae40-9c438ced7ea2
11013,Luke Wypler,CLE,OL,Active,,25,3,56,Ohio State,,,7cac36f0-0048-422e-930a-a9800037181a
11014,Kei'Trel Clark,ARI,DB,Active,,25,3,13,Louisville,,,a7140ce9-4841-4f7f-9bda-5dcd75899eec
11015,Dante Stills,ARI,DT,Active,,26,3,55,West Virginia,,,f9a8db9d-9a13-485c-abf0-b5a48e1ff808
11017,Dee Winters,DAL,LB,Active,,25,3,53,TCU,,,a362249b-336e-48d3-a6ee-02de7274b4e6
11018,Christian Braswell,JAX,DB,Active,,26,3,21,Rutgers,,,17093231-3e82-42fb-bec7-75160d097538
11019,Erick Hallett,TEN,DB,Active,,26,3,41,Pittsburgh,,,308b4b49-5159-48c1-8da6-5d559a3efedd
11021,Desjuan Johnson,LAR,DT,Active,,26,3,94,Toledo,,,a344e6d1-86a1-4ec6-b734-7a0a0f706206
11022,Kendall Williamson,LAC,DB,Active,,25,3,40,Stanford,,,1fc883fc-46f4-403d-aff6-7d6018d7a718
11023,Alex Forsyth,DEN,OL,Active,,27,3,54,Oregon,,,7df846c7-fef7-4ad8-83af-f9047d8e57e6
11025,Jalen Graham,SF,DB,Active,,25,3,41,Purdue,,,88f0ff15-15d5-42e7-be1c-f6c254d945e6
11027,Alex Austin,MIA,DB,Active,,25,3,26,Oregon State,,,ff3d59bd-8cdc-44e1-812e-b576d5d57838
11028,Spencer Anderson,PIT,OL,Active,,26,3,74,Maryland,,,b358687b-d7f8-4c9b-bdd7-fe5d3b431fc1
11029,Nic Jones,NYG,CB,Active,,24,3,31,Ball State,,,fd133ca5-a014-4f5d-9e2f-14882da45cc2
1103,Whitney Mercilus,GB,LB,Active,,31,10,50,Illinois,14936,00-0029643,eafbc0f8-2e3b-4014-af9d-81fc14b5009a
11030,Moro Ojomo,PHI,DE,Active,,25,3,97,Texas,,,01f15239-cd2c-4bd7-be5d-5ba7eed41331
11032,DJ Ivey,CIN,CB,Active,,26,3,38,Miami (FL),,,7013d432-1327-40af-81a9-28711c648d79
11033,Isaiah Bolden,PHI,CB,Active,,26,3,98,Jackson State,,,738aba89-ba47-4b83-a63d-18ea677dfc12
11034,Jalen Brooks,ARI,WR,Active,,26,3,86,South Carolina,,,66f7bbe1-eb89-4b48-83db-d947b04ff1fd
11035,Jordon Riley,GB,DL,Active,PUP,28,3,97,Oregon,,,a1c5aca4-a0ba-4438-9101-7f85d3af488a
11036,Anthony Johnson,CHI,DB,Active,,26,3,26,Iowa State,,,f7bc36e8-7fb8-4d91-8216-f6a3a669f069
11039,Ryan Hayes,CAR,OL,Active,,26,3,66,Michigan,,,b58ceca0-224f-4d08-9063-6528825b2405
11041,Andre Jones,BUF,DE,Active,,27,3,59,Louisiana,,,0c816f95-6a50-4c77-b768-dc277f51a88f
11042,Carrington Valentine,GB,DB,Active,Questionable,24,3,24,Kentucky,,,b341ea01-741c-4ea8-8d4f-75ae79359d18
11044,Nick Broeker,BUF,OL,Active,,25,3,65,Ole Miss,,,4fb63a10-ff6e-42f4-8939-900a85a25cc2
11045,Andrew Vorhees,BAL,OL,Active,,27,3,72,USC,,,a4838bae-fd5e-4587-9120-c5d9c94b6158
11049,Jovaughn Gwyn,BAL,OL,Active,,27,3,54,South Carolina,,,99eaa657-8e43-4833-b200-faa0392bce03
11050,DeMarcco Hellams,ATL,DB,Active,,26,3,23,Alabama,,,b9fbbcf2-35cb-4de4-9622-16630b51c792
11051,Ethan Evans,LAR,P,Active,,25,3,42,Wingate,,,9658e019-e021-42a0-8285-b5aea6e48090
11052,Jaylon Jones,IND,DB,Active,,24,3,40,Texas A&M,,,6f9135a9-2761-4b13-8651-56b536f0f22f
11054,Travis Bell,CLE,DL,Active,,27,3,66,Kennesaw State,,,f7d67c1a-4edf-4604-aae8-584dde994a5f
11056,Jared Wayne,HOU,WR,Active,,25,3,89,Pittsburgh,,,28c09980-e6ea-11ed-8605-b736dbb934f2
11058,Blake Grupe,IND,K,Active,,27,3,10,Notre Dame,,,2a1d4ce0-e6f6-11ed-abca-c7a3a205e21d
11062,Ali Gaye,HOU,DE,Active,,27,3,95,LSU,,,8f09cdb0-e6ef-11ed-abca-c7a3a205e21d
11065,Adrian Martinez,SF,QB,Active,,26,3,4,Kansas State,,,e95a83c0-e6f6-11ed-88d6-7977d3a68019
11066,Austin Ajiake,IND,LB,Active,,26,3,58,UNLV,,,7910ad00-e6f7-11ed-88d6-7977d3a68019
11068,Mitch Tinsley,CIN,WR,Active,,26,3,82,Penn State,,,0ac39560-e760-11ed-ad1e-4d786886cff5
11082,Ben Sims,MIA,TE,Active,Questionable,26,3,89,Baylor,,,cef32a80-e761-11ed-ac46-e3b4ebd723e5
11084,Andre Carter,LAC,LB,Active,,26,3,51,Army,,,de6d5cb0-e75c-11ed-9334-efa9cc2292da
11086,Ivan Pace,MIN,LB,Active,,25,3,0,Cincinnati,,,f5ec3c90-e760-11ed-9f3f-47cc372ca3c1
11092,B.T. Potter,TB,K,Active,,26,3,3,Clemson,,,c33583c0-e769-11ed-b436-2b00838bc72f
11097,John Ojukwu,PHI,OT,Active,Questionable,27,3,67,Boise State,,,7012a790-e764-11ed-8199-d58dac5a4f8e
11098,Caleb Murphy,NYG,DE,Active,,26,3,33,Ferris State,,,7debd720-e763-11ed-8199-d58dac5a4f8e
11108,Anfernee Orji,NYG,LB,Active,,25,3,59,Vanderbilt,,,56688bd0-e777-11ed-ba5f-bf6902a39571
11113,Joel Wilson,TEN,TE,Active,,26,3,83,Central Michigan,,,ddf76000-e775-11ed-94a4-29de8209e516
11121,AJ Finley,SEA,DB,Active,,24,3,30,Ole Miss,,,08ca7920-e78f-11ed-81d0-c919bd0add9b
11122,Andrew Farmer,SF,LB,Inactive,IR,26,3,50,Lane,,,326b52a0-e78e-11ed-bccd-1717a8013adf
1113,Bryan Anger,DAL,P,Active,,37,14,5,California,14950,00-0029692,6ee71282-c2b8-416a-8de1-29c0185d9b7b
11139,Elijah Cooks,CAR,WR,Active,,27,3,80,San Jose State,,,c2cce6c0-e841-11ed-9d79-63f6ad42423a
11145,Tanner Brown,NO,K,Active,,26,3,46,Oklahoma State,,,c0323320-e84b-11ed-91d9-49980de29a21
11151,Tanner Ingle,LAR,DB,Active,,26,3,34,North Carolina State,,,99d4bd70-e84f-11ed-bf28-3f40de530c54
11157,Brycen Tremayne,CAR,WR,Active,,26,3,87,Stanford,,,2a3cbc30-e8ed-11ed-bd02-25f41a9e059e
11160,Nick Whiteside,DET,CB,Active,,26,3,38,Saginaw Valley State,,,746c9640-e8ed-11ed-af6f-21e65a511f8c
11167,Alex Ward,LV,LS,Active,,27,3,47,UCF,,,75a604d0-e8e6-11ed-bfd2-35c6313bc80e
11168,Xavier Smith,LAR,WR,Active,,28,3,19,Florida A&M,,,98b88de0-e8e5-11ed-ad77-290d92d9e505
11173,D'Shawn Jamison,PIT,CB,Active,,27,3,38,Texas,,,0cebc0e0-e8f2-11ed-9f33-c9e34717cc92
11185,Kendell Brooks,TEN,DB,Active,,26,3,30,Michigan State,,,fcdc7670-e8fd-11ed-8f16-bf9f502d2331
11186,Carlos Washington,MIA,RB,Active,,27,3,37,Southeastern Louisiana,,,43670880-e8f9-11ed-a4c3-31452e24a6c7
11193,Brenton Cox,GB,LB,Active,,26,3,57,Florida,,,207784e0-e907-11ed-b8d0-4360e868e2f2
11194,Keshawn Banks,ATL,LB,Active,,26,3,59,San Diego State,,,c7dd5440-e906-11ed-a42e-29305ff7e69f
11199,Emari Demercado,KC,RB,Active,,27,3,25,TCU,,,44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1
11201,Blake Whiteheart,CLE,TE,Active,,26,3,86,Wake Forest,,,9a8395a0-e900-11ed-9cad-a989770811a8
11210,Malik Heath,ATL,WR,Active,,25,3,86,Ole Miss,,,c0fccfb0-e907-11ed-8194-c7505aa5766b
11230,Patrick O'Connell,SEA,LB,Active,,27,3,52,Montana,,,0097ded0-ea11-11ed-8d34-41182339b277
11232,Isaiah Winstead,PIT,WR,Active,,27,3,27,East Carolina,,,23cd4b70-ea0b-11ed-9937-afc55efa97bf
11233,Ty Okada,SEA,DB,Active,,27,3,39,Montana State,,,2be7e030-ea16-11ed-8d34-41182339b277
11236,Devonnsha Maxwell,ATL,DL,Active,,27,3,73,Chattanooga,,,8e098ef0-ea14-11ed-8483-d5fc9d55db67
