_key,active,age,birth_city,birth_country,birth_date,birth_state,college,competitions,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,kalshi_id,last_name,metadata,metadata.channel_id,metadata.genius_id,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_off_2026_0,metadata.injury_override_off_2026_1,metadata.injury_override_post_2024_3,metadata.injury_override_pre_2025_0,metadata.injury_override_pre_2026_1,metadata.injury_override_pre_2026_2,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_13,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2024_6,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2025_10,metadata.injury_override_regular_2025_11,metadata.injury_override_regular_2025_12,metadata.injury_override_regular_2025_15,metadata.injury_override_regular_2025_16,metadata.injury_override_regular_2025_2,metadata.injury_override_regular_2025_3,metadata.injury_override_regular_2025_4,metadata.injury_override_regular_2025_5,metadata.injury_override_regular_2025_6,metadata.injury_override_regular_2025_7,metadata.injury_override_regular_2025_8,metadata.injury_override_regular_2025_9,metadata.name,metadata.override_active,metadata.rookie_year,metadata.source_id,metadata.years_exp_shift,number,oddsjam_id,opta_id,pandascore_id,player_id,player_shard,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,sport,sportradar_id,stats_id,status,swish_id,team,team_abbr,team_changed_at,weight,yahoo_id,years_exp
10223,true,26,,,1999-11-04,,Oklahoma,[],6,RB,,23195,"[""RB""]",Eric,Eric Gray,,#ericgray-NFL-NYG-20,70,Lausanne Collegiate School (TN),,,,,ff61e732-2015-4fbe-9d40-336a4494cfbe,Gray,,1113708681125457921,1399234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,20,95DB319D1946,,,10223,9,RB,,,16970,,eric,ericgray,gray,nfl,dcc536c1-36f2-4e34-8028-ccf32d930018,,Active,1161798,NYG,,,211,,3
10224,true,26,,,1999-11-11,,Oklahoma,[],5,TE,,24149,"[""TE""]",Brayden,Brayden Willis,,#braydenwillis-NFL-SF-9,76,Martin (TX),,,,,a6acffe0-8382-493a-9d22-afec442d3ed2,Willis,,1113708876831682560,1076577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,9,64A3B77504FA,,,10224,7,TE,,,17010,,brayden,braydenwillis,willis,nfl,733cc366-53e3-4703-a2fc-2aa860272cf3,,Active,1125589,SF,,,240,,3
10225,true,25,,,2001-04-20,,Ole Miss,[],5,RWR,,23161,"[""WR""]",Jonathan,Jonathan Mingo,,#jonathanmingo-NFL-DAL-81,74,Brandon (MS),,,,,2d3ebc3d-9f72-4af2-ac1f-99d0381b563a,Mingo,,1113708883773255680,1398969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,81,AE5398B86CF3,,,10225,5,WR,,,16937,,jonathan,jonathanmingo,mingo,nfl,6cf0c82d-87e4-4cfc-8475-77667ed92796,,Active,1176782,DAL,,,225,,3
10226,true,26,,,1999-10-15,,Princeton,[],3,SWR,,24119,"[""WR""]",Andrei,Andrei Iosivas,,#andreiiosivas-NFL-CIN-80,75,Punahou School (HI),,,,,2e868b75-927e-47b6-b8e4-fa34f556958d,Iosivas,,1113708804140199936,1399256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,80,9128D6883711,,,10226,9,WR,,,16965,,andrei,andreiiosivas,iosivas,nfl,30c0df5e-bb77-4eee-8390-8fc13844e1c3,,Active,1124851,CIN,,,210,,3
10227,true,26,,,2000-06-15,,Purdue,[],2,TE,,24151,"[""TE""]",Payne,Payne Durham,,#paynedurham-NFL-TB-87,77,Peachtree Ridge (GA),,,,,5ae241b4-4397-4677-8f06-1beb0eeceffc,Durham,,1113708732816060416,1074035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,87,FA59B5C85CDD,,,10227,8,TE,,,16720,,payne,paynedurham,durham,nfl,c4a8b4c9-5db8-4187-852b-9557bef8724e,,Active,1130260,TB,,,255,,3
10228,true,27,,,1998-10-29,,Purdue,[],7,SWR,,24122,"[""WR""]",Charlie,Charlie Jones,,#charliejones-NFL-CIN-15,72,Deerfield (IL),,,,,81b46731-4f01-4a85-92d4-db08eed64c83,Jones,,1113708807826993153,1008904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,15,93C3CA80DA71,,,10228,3,WR,,,16719,,charlie,charliejones,jones,nfl,c634c231-61fb-4725-8533-2cce14bfebbf,,Active,1067132,CIN,,,190,,3
10229,true,26,,,2000-04-22,,SMU,[],1,SWR,,24120,"[""WR""]",Rashee,Rashee Rice,,#rasheerice-NFL-KC-4,73,Richland (TX),,,,,a9874124-a7d2-46e0-b1d4-e15fb50eb092,Rice,,1113708752256659456,1398981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,4,D5BE2AF21C8F,,,10229,9,WR,,,16963,,rashee,rasheerice,rice,nfl,cbd73c09-da07-48b0-a0d6-f248dfa631b6,,Active,1173538,KC,,,204,,3
10231,true,25,,,2000-10-27,,Stanford,[],2,TE,,24449,"[""TE""]",Elijah,Elijah Higgins,,#elijahhiggins-NFL-ARI-84,75,Bowie (TX),Concussion,,,Questionable,254c62ed-bc4b-4c66-967a-b43f2c2d1243,Higgins,,1113708848100700160,1399252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,84,9DC1523DB8E7,,,10231,6,TE,,,16959,,elijah,elijahhiggins,higgins,nfl,a01b7698-d67f-4b60-b2fb-4c667336b718,,Active,1161853,ARI,,,245,,3
10232,true,26,,,2000-02-23,,Stanford,[],2,RWR,,24173,"[""WR""]",Michael,Michael Wilson,,#michaelwilson-NFL-ARI-14,74,Chaminade College Prep (CA),,,,,4f23a255-3f5c-41ce-83d2-f8451817f8c0,Wilson,,1113708848750817280,1075269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,14,C1EBDE7E9115,,,10232,3,WR,,,16957,,michael,michaelwilson,wilson,nfl,b91be982-fccd-448e-869b-e9b5148a1730,,Active,1123529,ARI,,,213,,3
10234,true,25,,,2000-09-11,,TCU,[],6,SWR,,24121,"[""WR""]",Derius,Derius Davis,,#deriusdavis-NFL-LAC-12,68,West Feliciana (LA),,,,,fd8294a8-28bb-45ff-ae39-26d89977348d,Davis,,1113708689597952000,1076771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,12,6FBC4BA88F41,,,10234,4,WR,,,16939,,derius,deriusdavis,davis,nfl,21bf2521-3382-4e62-8249-a083435595b3,,Active,1113477,LAC,,,165,,3
10235,true,25,,,2001-01-31,,Texas,[],4,RB,,24372,"[""RB""]",Roschon,Roschon Johnson,,#roschonjohnson-NFL-CHI-23,72,Port Neches-Groves (TX),,,,,00c6724f-e23e-4ce5-9078-ed348bd9fcd5,Johnson,,1113708766466961408,1399072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,23,9F2C3488CE0C,,,10235,1,RB,,,16772,,roschon,roschonjohnson,johnson,nfl,e3c414c0-be8c-4807-af9c-f91d89c83e60,,Active,1163265,CHI,,,227,,3
10236,true,26,,,1999-10-18,,Utah,[],1,TE,,24102,"[""TE""]",Dalton,Dalton Kincaid,,#daltonkincaid-NFL-BUF-86,75,Faith Lutheran (NV),,,,,6b4831f0-002a-43a0-aff6-e8985fa653fa,Kincaid,,1113708758392926208,1398598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,86,6209487DAAAC,,,10236,5,TE,,,16697,,dalton,daltonkincaid,kincaid,nfl,b961fa15-0676-4948-b95f-56d06319d40e,,Active,1135513,BUF,,,246,,3
1035,true,33,,,1988-12-14,,Ohio State,[],,,15125,13744,"[""DB""]",Nate,Nate Ebner,00-0029570,#nateebner-NFL-NYG-43,72,Hilliard Davidson (OH),,,,,,Ebner,,1116852640618119168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,1035,3,DB,,,8244,,nate,nateebner,ebner,nfl,93927d6e-9271-4c1e-8239-cc20fd788ba9,,Inactive,498947,NYG,,,215,25907,10
1039,true,32,,,1990-03-19,,Illinois,[],,,14977,13753,"[""DB""]",Tavon,Tavon Wilson,00-0029410,#tavonwilson-NFL-SF-32,72,H.D. Woodson (DC),,,,,,Wilson,,1116852641196933120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,1039,5,DB,,,8209,7537,tavon,tavonwilson,wilson,nfl,cbe81592-1ee2-4bf1-870a-2578c4c8267e,,Inactive,463943,SF,,,208,25758,10
10444,true,26,,,2000-04-19,,Tennessee,[],4,LWR,,24348,"[""WR""]",Cedric,Cedric Tillman,,#cedrictillman-NFL-CLE-19,75,Bishop Gorman (NV),Undisclosed,,,Questionable,7cd88ce8-89c2-45da-93ca-502324be5934,Tillman,,1113708837472333824,1077383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,19,C0CCC7EF4ED5,,,10444,2,WR,,,16706,,cedric,cedrictillman,tillman,nfl,148330d9-5182-4b58-b695-8067aaba4731,,Active,1124664,CLE,,,215,,3
1052,true,37,,,1989-01-11,,Arkansas State,[],1,RILB,14958,13810,"[""LB""]",Demario,Demario Davis,00-0029607,#demariodavis-NFL-NYJ-56,74,Brandon (MS),,,,,602a28a8-3d76-492f-b5a0-d2c0d9246151,Davis,,1113708688314494977,719336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,56,1182829CC915,,,1052,9,LB,,,8213,7547,demario,demariodavis,davis,nfl,e6221da0-1ce0-4f60-85b5-f2094e9d2863,401178,Active,401178,NYJ,,,239,25787,14
10857,true,28,,,1997-10-28,,Georgia,[],3,QB,,24351,"[""QB""]",Stetson,Stetson Bennett,,#stetsonbennett-NFL-LAR-13,71,Pierce County (GA),,,,,d0e4428d-8c80-48e2-863d-8a61b3837352,Bennett,,1113708704814886912,1014564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,13,A7529F540FA6,,,10857,7,QB,,,16871,,stetson,stetsonbennett,bennett,nfl,a5cc5958-01f9-4b7d-a8d9-c44625d53ed5,,Active,1069763,LAR,,,192,,3
10859,true,25,,,2001-01-12,,Iowa,[],1,TE,,23141,"[""TE""]",Sam,Sam LaPorta,,#samlaporta-NFL-DET-87,75,Highland (IL),Hip,,,Questionable,f0655af9-eda7-40bc-9637-80d853b40ef8,LaPorta,,1113708810918195200,1398964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,87,7E1BB2772255,,,10859,7,TE,,,17033,,sam,samlaporta,laporta,nfl,3059f1e5-1871-4458-9e90-9b9917874c61,,Active,1168926,DET,,,245,,3
10860,true,27,,,1998-10-06,,Louisville,[],8,SWR,,24279,"[""WR""]",Malik,Malik Cunningham,,#malikcunningham-NFL-DET-15,73,Park Crossing (AL),,,,,2dc5fcbc-a0ad-4678-8cce-4f7a8681ba2e,Cunningham,,1113708866761158657,1012095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,15,2E676F5B47D2,,,10860,0,WR,,,16691,,malik,malikcunningham,cunningham,nfl,2bf2f410-e6f2-11ed-abca-c7a3a205e21d,,Active,1062314,DET,,,190,,3
10866,true,27,,,1998-09-01,,Purdue,[],3,QB,,24350,"[""QB""]",Aidan,Aidan O'Connell,,#aidanoconnell-NFL-LV-12,75,Stevenson (IL),,,,,d2c6fc7e-8b26-4e9b-a170-bd3ac0422d18,O'Connell,,1113708769738518529,1074056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,12,031D6CADF278,,,10866,0,QB,,,16716,,aidan,aidanoconnell,oconnell,nfl,5891a917-9071-4bc2-a652-7f702c44cbd2,,Active,1066811,LV,,,206,,3
10867,true,28,,,1998-08-04,,UCLA,[],9,,,24339,"[""WR""]",Jake,Jake Bobo,,#jakebobo-NFL-SEA-19,76,Belmont Hill School (MA),Knee,,,IR,756766ca-9cce-459e-ae06-58189d4ebe25,Bobo,,1113708723286601728,1072717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,19,29722AF545D1,,,10867,0,WR,,,17040,,jake,jakebobo,bobo,nfl,7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88,,Inactive,1121050,SEA,,,211,,3
10871,true,27,,,1998-09-28,,Michigan,[],4,TE,,24288,"[""TE""]",Luke,Luke Schoonmaker,,#lukeschoonmaker-NFL-DAL-86,77,Hamden Hall (CT),,,,,207f7aaf-e682-44b4-a346-3f1de4201c7c,Schoonmaker,,1113708851061878784,1080647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,86,0D2CF8E63F73,,,10871,1,TE,,,16855,,luke,lukeschoonmaker,schoonmaker,nfl,143957a7-4649-4a19-b351-e606edc75ebd,,Active,1130242,DAL,,,250,,3
10872,true,24,,,2002-01-24,,Kansas State,[],2,RDE,,24109,"[""DL""]",Felix,Felix Anudike-Uzomah,,#felixanudikeuzomah-NFL-KC-91,76,Lee's Summit (MO),,,,,71bbec8e-fd68-4bcb-ae1f-2548de50b52a,Anudike-Uzomah,,1113708747538067456,1398604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,91,507D4715DA8C,,,10872,9,DE,,,16885,,felix,felixanudikeuzomah,anudikeuzomah,nfl,0f9883f3-bff3-4247-8e90-7df2066070c6,,Active,1228900,KC,,,255,,3
10873,true,25,,,2001-01-18,,Georgia,[],2,LOLB,,23261,"[""DL"",""LB""]",Nolan,Nolan Smith,,#nolansmith-NFL-PHI-3,74,IMG Academy (FL),,,,,6f850af9-013d-46de-b32a-a84dce5af728,Smith,,1113708719285235712,1398603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,3,7D2A182A1BBC,,,10873,0,LB,,,17176,,nolan,nolansmith,smith,nfl,e9194ad2-d400-4dfe-9f4f-8b984537df60,,Active,1172055,PHI,,,238,,3
10874,true,24,,,2001-10-06,,Clemson,[],,DL,,24144,"[""DL""]",Bryan,Bryan Bresee,,#bryanbresee-NFL-NO-90,77,Damascus (MD),Knee - ACL,Surgery,,IR,c220b3e6-e7d7-453c-9d54-90f7512968fd,Bresee,,1113708686041182208,1398602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,90,57F7CA8E114C,,,10874,1,DT,,,17173,,bryan,bryanbresee,bresee,nfl,98884f9f-5117-476a-a20a-809b38714e6d,,Inactive,1213932,NO,,,305,,3
10875,true,24,,,2002-01-03,,Clemson,[],1,LDE,,24132,"[""DL"",""LB""]",Myles,Myles Murphy,,#mylesmurphy-NFL-CIN-99,77,Hillgrove (GA),Undisclosed,,,Questionable,1aeaa38b-720a-4787-a559-782b709d229c,Murphy,,1113708809265639425,1398601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,99,DCDC630E9165,,,10875,8,DL,,,16710,,myles,mylesmurphy,murphy,nfl,fb188308-cd65-4c61-b8c5-b9252b638b09,,Active,1214026,CIN,,,275,,3
10876,true,24,,,2002-02-02,,Oklahoma,[],,OL,,24200,"[""OL""]",Anton,Anton Harrison,,#antonharrison-NFL-JAX-77,76,Archbishop Carroll (DC),,,,,7d4be136-34df-4530-8653-a781d61fee71,Harrison,,1113708892107337728,1398600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,77,C814704FED49,,,10876,4,OL,,,17186,,anton,antonharrison,harrison,nfl,9e6926a1-830d-4051-87a4-64c06a1e6d5d,,Active,1229209,JAX,,,315,,3
10877,true,25,,,2001-06-16,,Michigan,[],3,NT,,24146,"[""DL""]",Mazi,Mazi Smith,,#mazismith-NFL-NYJ-58,75,East Kentwood (MI),,,,,c5f16907-ee7e-4bbc-8c8b-27f3d307f6b9,Smith,,1113708854899666944,1398599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,58,B89162313279,,,10877,3,DL,,,16864,,mazi,mazismith,smith,nfl,8f71baa6-45f2-4b27-8d26-508290a50604,,Active,1164531,NYJ,,,337,,3
10878,true,25,,,2001-03-03,,Maryland,[],,DB,,24183,"[""DB""]",Deonte,Deonte Banks,,#deontebanks-NFL-NYG-2,74,Edgewood (MD),,,,,e96a8128-90a0-40e9-8432-378ad61d25eb,Banks,,1113708681544888320,1398597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,2,4CF3FE7BEFA6,,,10878,9,DB,,,16727,,deonte,deontebanks,banks,nfl,e905a38b-bf94-4d46-b9e3-a7b534258a20,,Active,1172330,NYG,,,200,,3
10879,true,25,,,2001-03-01,,Pittsburgh,[],1,LDE,,24209,"[""DL""]",Calijah,Calijah Kancey,,#calijahkancey-NFL-TB-94,72,Miami Northwestern (FL),,,,,8960cc90-3018-489a-8781-19daa6486957,Kancey,,1113708733214519296,1398592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,94,48A29230323D,,,10879,9,DL,,,16768,,calijah,calijahkancey,kancey,nfl,cabe57e5-4675-40cf-9090-58c63f823e70,,Active,1176715,TB,,,280,,3
10880,true,26,,,2000-08-22,,Iowa,[],1,MLB,,24113,"[""LB""]",Jack,Jack Campbell,,#jackcampbell-NFL-DET-46,77,Cedar Falls (IA),,,,,434b429f-1234-4752-ada1-99ac0e77f8fb,Campbell,,1113708809991254016,1398591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,46,1B3032066476,,,10880,5,LB,,,17152,,jack,jackcampbell,campbell,nfl,1f7ce27f-61ef-47e5-bd48-eac4b1c0228f,,Active,1168907,DET,,,246,,3
10881,true,24,,,2002-06-28,,Oregon,[],1,RCB,,24097,"[""DB""]",Christian,Christian Gonzalez,,#christiangonzalez-NFL-NE-0,73,The Colony (TX),Undisclosed,,,Questionable,8933da71-b086-409e-80dc-eec2c41e2084,Gonzalez,,1113708795952918528,1008998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,0,5ED6CE4EDFBB,,,10881,0,DB,,,16683,,christian,christiangonzalez,gonzalez,nfl,e847f127-f5f4-41a0-87bb-b89e546e0df4,,Active,1225670,NE,,,205,,3
10882,true,25,,,2001-01-13,,Mississippi State,[],2,RCB,,24108,"[""DB""]",Emmanuel,Emmanuel Forbes,,#emmanuelforbes-NFL-LAR-1,72,Grenada (MS),,,,,a4f4ba68-fd90-48d7-9928-8bb40af04fa3,Forbes,,1113708695176376320,1398589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1,8174293BE80B,,,10882,4,CB,,,17336,,emmanuel,emmanuelforbes,forbes,nfl,0c767043-de67-4d90-af09-95c45a8ceeaa,,Active,1231586,LAR,,,173,,3
