player_id,player_name,first_name,last_name,position_id,positions,team_id,birthdate,draft_class,sportsdata_player_id,espn_id,yahoo_id,cbs_id,nfl_id,mfl_id,filename
8100,Detroit Lions,Detroit,Lions,DST,"[""DST""]",DET,,,c5a59daa-53a7-4de0-851f-fb12be893e9e,-16008,100008,1910,100010,522,https://www.fantasypros.com/nfl/teams/detroit-defense.php
8110,Green Bay Packers,Green Bay,Packers,DST,"[""DST""]",GB,,,a20471b4-a8d9-40c7-95ad-90cc30e46932,-16009,100009,1911,100011,523,https://www.fantasypros.com/nfl/teams/green-bay-defense.php
8120,Houston Texans,Houston,Texans,DST,"[""DST""]",HOU,,,82d2d380-3834-4938-835f-aec541e5ece7,-16034,100034,1932,100013,532,https://www.fantasypros.com/nfl/teams/houston-defense.php
8130,Indianapolis Colts,Indianapolis,Colts,DST,"[""DST""]",IND,,,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,-16011,100011,1912,100014,502,https://www.fantasypros.com/nfl/teams/indianapolis-defense.php
8140,Jacksonville Jaguars,Jacksonville,Jaguars,DST,"[""DST""]",JAC,,,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,-16030,100030,1913,100015,509,https://www.fantasypros.com/nfl/teams/jacksonville-defense.php
8150,Kansas City Chiefs,Kansas City,Chiefs,DST,"[""DST""]",KC,,,6680d28d-d4d2-49f6-aace-5292d3ec02c2,-16012,100012,1914,100016,512,https://www.fantasypros.com/nfl/teams/kansas-city-defense.php
8160,Miami Dolphins,Miami,Dolphins,DST,"[""DST""]",MIA,,,4809ecb0-abd3-451d-9c4a-92a90b83ca06,-16015,100015,1915,100019,503,https://www.fantasypros.com/nfl/teams/miami-defense.php
8170,Minnesota Vikings,Minnesota,Vikings,DST,"[""DST""]",MIN,,,33405046-04ee-4058-a950-d606f8c30852,-16016,100016,1916,100020,524,https://www.fantasypros.com/nfl/teams/minnesota-defense.php
8180,New England Patriots,New England,Patriots,DST,"[""DST""]",NE,,,97354895-8c77-4fd4-a860-32e62ea7382a,-16017,100017,1931,100021,504,https://www.fantasypros.com/nfl/teams/new-england-defense.php
8190,New Orleans Saints,New Orleans,Saints,DST,"[""DST""]",NO,,,0d855753-ea21-4953-89f9-0e20aff9eb73,-16018,100018,1917,100022,529,https://www.fantasypros.com/nfl/teams/new-orleans-defense.php
8200,New York Giants,New York,Giants,DST,"[""DST""]",NYG,,,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,-16019,100019,1918,100023,517,https://www.fantasypros.com/nfl/teams/new-york-giants-defense.php
8210,New York Jets,New York,Jets,DST,"[""DST""]",NYJ,,,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,-16020,100020,1919,100024,505,https://www.fantasypros.com/nfl/teams/new-york-jets-defense.php
8220,Las Vegas Raiders,Las Vegas,Raiders,DST,"[""DST""]",LV,,,1c1cec48-6352-4556-b789-35304c1a6ae1,-16013,100013,1920,100018,513,https://www.fantasypros.com/nfl/teams/las-vegas-defense.php
8230,Philadelphia Eagles,Philadelphia,Eagles,DST,"[""DST""]",PHI,,,386bdbf9-9eea-4869-bb9a-274b0bc66e80,-16021,100021,1921,100025,518,https://www.fantasypros.com/nfl/teams/philadelphia-defense.php
8240,Pittsburgh Steelers,Pittsburgh,Steelers,DST,"[""DST""]",PIT,,,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,-16023,100023,1922,100027,510,https://www.fantasypros.com/nfl/teams/pittsburgh-defense.php
8250,Los Angeles Chargers,Los Angeles,Chargers,DST,"[""DST""]",LAC,,,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,-16024,100024,1924,100028,514,https://www.fantasypros.com/nfl/teams/los-angeles-chargers-defense.php
8260,Seattle Seahawks,Seattle,Seahawks,DST,"[""DST""]",SEA,,,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,-16026,100026,1926,100030,515,https://www.fantasypros.com/nfl/teams/seattle-defense.php
8270,San Francisco 49ers,San Francisco,49ers,DST,"[""DST""]",SF,,,f0e724b0-4cbf-495a-be47-013907608da9,-16025,100025,1925,100029,530,https://www.fantasypros.com/nfl/teams/san-francisco-defense.php
8280,Los Angeles Rams,Los Angeles,Rams,DST,"[""DST""]",LAR,,,2eff2a03-54d4-46ba-890e-2bc3925548f3,-16014,100014,1923,100017,528,https://www.fantasypros.com/nfl/teams/los-angeles-rams-defense.php
8290,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,DST,"[""DST""]",TB,,,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,-16027,100027,1927,100031,525,https://www.fantasypros.com/nfl/teams/tampa-bay-defense.php
8300,Tennessee Titans,Tennessee,Titans,DST,"[""DST""]",TEN,,,d26a1ca5-722d-4274-8f97-c92e49c96315,-16010,100010,1928,100012,508,https://www.fantasypros.com/nfl/teams/tennessee-defense.php
8310,Washington Commanders,Washington,Commanders,DST,"[""DST""]",WAS,,,22052ff7-c065-42ee-bc8f-c4691c50e624,-16028,100028,1929,100032,520,https://www.fantasypros.com/nfl/teams/washington-defense.php
9000,Aaron Brown,Aaron,Brown,RB,"[""RB""]",FA,1988-09-24,,e75c003e-edf3-4158-82c8-59e37eda9d2c,,9456,1674113,,9623,https://www.fantasypros.com/nfl/players/aaron-brown.php
9001,Aaron Rodgers,Aaron,Rodgers,QB,"[""QB""]",PIT,1983-12-02,2005,0ce48193-e2fa-466e-a986-33f751add206,8439,7200,419780,2506363,7836,https://www.fantasypros.com/nfl/players/aaron-rodgers.php
9004,Adam Vinatieri,Adam,Vinatieri,K,"[""K""]",FA,1972-12-28,1996,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,1097,3727,1392,2503471,2842,https://www.fantasypros.com/nfl/players/adam-vinatieri.php
9006,Adrian Peterson,Adrian,Peterson,RB,"[""RB""]",FA,1985-03-21,2007,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,10452,8261,517568,2507164,8658,https://www.fantasypros.com/nfl/players/adrian-peterson-min.php
9012,Alex Smith,Alex,Smith,QB,"[""QB""]",FA,1984-05-07,2005,2fda010a-8c62-4c07-b601-4ba03f57e6af,8416,7177,552642,2506340,7813,https://www.fantasypros.com/nfl/players/alex-smith.php
9039,Ben Roethlisberger,Ben,Roethlisberger,QB,"[""QB""]",FA,1982-03-02,2004,ea357add-1a41-4a8b-8f34-bbfade7f4d98,5536,6770,493043,2506109,7401,https://www.fantasypros.com/nfl/players/ben-roethlisberger.php
9040,Benjamin Watson,Benjamin,Watson,TE,"[""TE""]",FA,1980-12-18,2004,d81844de-54c3-42ee-9850-072dc4131b6f,5557,6791,493107,2506122,7422,https://www.fantasypros.com/nfl/players/benjamin-watson.php
9078,Brian Hoyer,Brian,Hoyer,QB,"[""QB""]",FA,1985-10-13,2009,af4ba620-2f00-4b00-9111-7897f2b1cde8,12477,9547,517243,81294,9714,https://www.fantasypros.com/nfl/players/brian-hoyer.php
9101,Chad Henne,Chad,Henne,QB,"[""QB""]",FA,1985-07-02,2008,f55053e4-4bfd-495d-981a-d62e3662f01b,11291,8834,517291,252,9073,https://www.fantasypros.com/nfl/players/chad-henne.php
9111,Chase Daniel,Chase,Daniel,QB,"[""QB""]",FA,1986-10-07,2009,0045a36c-f464-49e0-a25a-9210edc94bc1,12471,9678,565754,81284,9706,https://www.fantasypros.com/nfl/players/chase-daniel.php
9128,Clark Harris,Clark,Harris,TE,"[""TE""]",FA,1984-07-10,2007,d7eec5c7-c401-485e-b0c8-fb0784c07b27,,8497,412346,2495620,8910,https://www.fantasypros.com/nfl/players/clark-harris.php
9146,Danny Amendola,Danny,Amendola,WR,"[""WR""]",FA,1985-11-02,2008,973bfe3c-6d0d-4130-a79c-f860650b1da6,11674,9037,516968,2649,9308,https://www.fantasypros.com/nfl/players/danny-amendola.php
9186,DeSean Jackson,DeSean,Jackson,WR,"[""WR""]",FA,1986-12-01,2008,3e618eb6-41f2-4f20-ad70-2460f9366f43,11283,8826,559554,1581,9075,https://www.fantasypros.com/nfl/players/desean-jackson.php
9200,Drew Brees,Drew,Brees,QB,"[""QB""]",FA,1979-01-15,2001,bb5957e6-ce7d-47ab-8036-22191ffc1c44,2580,5479,235197,2504775,4925,https://www.fantasypros.com/nfl/players/drew-brees.php
9201,Drew Stanton,Drew,Stanton,QB,"[""QB""]",FA,1984-05-07,2007,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,10487,8297,421487,2495748,8712,https://www.fantasypros.com/nfl/players/drew-stanton.php
9232,Graham Gano,Graham,Gano,K,"[""K""]",FA,1987-04-09,2009,63f8a401-f308-4463-9d0b-4335b98da682,12460,9526,558839,71309,9694,https://www.fantasypros.com/nfl/players/graham-gano.php
9238,Greg Olsen,Greg,Olsen,TE,"[""TE""]",FA,1985-03-11,2007,587d0a98-7ec5-45a5-adba-8af26e8f256b,10475,8285,502524,2495700,8687,https://www.fantasypros.com/nfl/players/greg-olsen.php
9265,Jared Cook,Jared,Cook,TE,"[""TE""]",FA,1987-04-07,2009,3b7a1409-d154-4e5c-8c94-9d4a0e0993c7,12537,9353,584314,71265,9474,https://www.fantasypros.com/nfl/players/jared-cook.php
9275,Jason Witten,Jason,Witten,TE,"[""TE""]",FA,1982-05-06,2003,e38c9b1b-7c51-48a2-ac1d-a752502e8930,4527,6405,396134,2505629,6997,https://www.fantasypros.com/nfl/players/jason-witten.php
9300,Joe Flacco,Joe,Flacco,QB,"[""QB""]",CIN,1985-01-16,2008,64797df2-efd3-4b27-86ee-1d48f7edb09f,11252,8795,1250697,382,9064,https://www.fantasypros.com/nfl/players/joe-flacco.php
9326,Josh Johnson,Josh,Johnson,QB,"[""QB""]",CIN,1986-05-15,2008,73e133bf-d3f7-4fda-bd25-2fde66cb8ee1,11394,8937,1325808,264,9207,https://www.fantasypros.com/nfl/players/josh-johnson.php
9327,Josh McCown,Josh,McCown,QB,"[""QB""]",FA,1979-07-04,2002,a261fd0a-b096-4db7-bd51-2f13bde485da,3609,5967,302085,2505076,6589,https://www.fantasypros.com/nfl/players/josh-mccown.php
9332,Julian Edelman,Julian,Edelman,WR,"[""WR""]",FA,1986-05-22,2009,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,12649,9496,1674116,238498,9662,https://www.fantasypros.com/nfl/players/julian-edelman.php
9398,LeSean McCoy,LeSean,McCoy,RB,"[""RB""]",FA,1988-07-12,2009,166292fc-629e-4c7b-b7bf-f572ca9eeb43,12514,9317,1243187,79607,9448,https://www.fantasypros.com/nfl/players/lesean-mccoy.php
9413,Marcedes Lewis,Marcedes,Lewis,TE,"[""TE""]",FA,1984-05-19,2006,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,9614,7777,415313,2495888,8269,https://www.fantasypros.com/nfl/players/marcedes-lewis.php
9428,Marshawn Lynch,Marshawn,Lynch,RB,"[""RB""]",FA,1986-04-22,2007,82bce0be-9a87-4b6d-a85b-623bf8d1674e,10456,8266,504639,2495663,8670,https://www.fantasypros.com/nfl/players/marshawn-lynch.php
9433,Mason Crosby,Mason,Crosby,K,"[""K""]",FA,1984-09-03,2007,e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8,10636,8447,408969,2507232,8742,https://www.fantasypros.com/nfl/players/mason-crosby.php
9442,Matt Moore,Matt,Moore,QB,"[""QB""]",FA,1984-08-09,2007,76d7615e-8eb5-4761-b6a6-1e895d01baf3,11128,8544,1226278,2507282,8944,https://www.fantasypros.com/nfl/players/matt-moore.php
9443,Matt Prater,Matt,Prater,K,"[""K""]",FA,1984-08-10,2006,67f5e782-f91c-4536-9818-cf4a0e7e821d,11122,8565,1109832,2506677,8930,https://www.fantasypros.com/nfl/players/matt-prater.php
9444,Matt Ryan,Matt,Ryan,QB,"[""QB""]",FA,1985-05-17,2008,7e648a0b-fdc8-4661-a587-5826f2cac11b,11237,8780,420095,310,9099,https://www.fantasypros.com/nfl/players/matt-ryan.php
9445,Matt Schaub,Matt,Schaub,QB,"[""QB""]",FA,1981-06-25,2004,1f09583f-dcc1-43e8-a7fc-f063d2c96508,5615,6849,493050,2505982,7480,https://www.fantasypros.com/nfl/players/matt-schaub.php
9446,Matthew Slater,Matthew,Slater,WR,"[""WR""]",FA,1985-09-09,2008,9d404288-65c5-414f-8ea5-ceb97eccaea0,11387,8930,1615610,4487,9200,https://www.fantasypros.com/nfl/players/matt-slater.php
9451,Matthew Stafford,Matthew,Stafford,QB,"[""QB""]",LAR,1988-02-07,2009,ade43b1a-0601-4672-83b6-d246bc066a19,12483,9265,1114942,79860,9431,https://www.fantasypros.com/nfl/players/matthew-stafford.php
9460,Michael Crabtree,Michael,Crabtree,WR,"[""WR""]",FA,1987-09-14,2009,fe767946-236d-4c04-9c59-5e3edd51acfe,12563,9274,1125838,71269,9427,https://www.fantasypros.com/nfl/players/michael-crabtree.php
9467,Mike Bell,Mike,Bell,RB,"[""RB"",""LB""]",FA,1997-12-12,2020,5edc6528-898b-4ec6-bf0d-b01134430c40,,8008,2180940,2563599,8498,https://www.fantasypros.com/nfl/players/mike-bell.php
9474,Mike Nugent,Mike,Nugent,K,"[""K""]",FA,1982-03-02,2004,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,8461,7223,552599,2506386,7859,https://www.fantasypros.com/nfl/players/mike-nugent.php
9491,Nick Folk,Nick,Folk,K,"[""K""]",ATL,1984-11-05,2007,b37c621e-1125-4c35-bea0-fcabb1527060,10621,8432,410721,2507225,8851,https://www.fantasypros.com/nfl/players/nick-folk.php
9509,Philip Rivers,Philip,Rivers,QB,"[""QB""]",FA,1981-12-08,2004,e47706c7-e14d-41fb-b13b-83a835a1f3bc,5529,6763,493041,2506121,7394,https://www.fantasypros.com/nfl/players/philip-rivers.php
9534,Robbie Gould,Robbie,Gould,K,"[""K""]",FA,1982-12-06,2005,abd73d50-ce60-47f1-b37f-2f9a05b0d7b9,9354,7520,553121,2506264,8153,https://www.fantasypros.com/nfl/players/robbie-gould.php
9549,Ryan Succop,Ryan,Succop,K,"[""K""]",FA,1986-09-19,2009,ecc4f0c1-64e0-46cc-9b58-91c2b215e62a,12731,9520,1674148,89802,9686,https://www.fantasypros.com/nfl/players/ryan-succop.php
9573,Stephen Gostkowski,Stephen,Gostkowski,K,"[""K""]",FA,1984-01-28,2006,a527b7db-0b52-4379-9e4c-2e08c1fe1bed,9704,7867,411579,2506922,8359,https://www.fantasypros.com/nfl/players/stephen-gostkowski.php
9581,Stephen Hauschka,Stephen,Hauschka,K,"[""K""]",FA,1985-06-29,2008,40cda44b-2ee3-4ad1-834e-995e30db84d4,11923,9066,1616746,2507374,9319,https://www.fantasypros.com/nfl/players/steven-hauschka.php
9603,Tom Brady,Tom,Brady,QB,"[""QB""]",FA,1977-08-03,2000,41c44740-d0f6-44ab-8347-3b5d515e5ecf,2330,5228,187741,2504211,5848,https://www.fantasypros.com/nfl/players/tom-brady.php
9621,Vernon Davis,Vernon,Davis,TE,"[""TE""]",FA,1984-01-31,2006,0a95e792-6455-4927-9539-f95fa7f41fbb,9592,7755,409254,2495826,8247,https://www.fantasypros.com/nfl/players/vernon-davis.php
9683,Golden Tate,Golden,Tate,WR,"[""WR""]",FA,1988-08-02,2010,c88d9352-b835-45ed-a909-1cfec09a58bc,13217,24035,1265470,497326,9831,https://www.fantasypros.com/nfl/players/golden-tate.php
9696,Andre Roberts,Andre,Roberts,WR,"[""WR""]",FA,1988-01-09,2010,9691f874-be36-4529-a7eb-dde22ee4a848,13226,24063,1687529,497320,9921,https://www.fantasypros.com/nfl/players/andre-roberts.php
9707,Emmanuel Sanders,Emmanuel,Sanders,WR,"[""WR""]",FA,1987-03-17,2010,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,13295,24057,564943,497322,9918,https://www.fantasypros.com/nfl/players/emmanuel-sanders.php
9712,Jimmy Graham,Jimmy,Graham,TE,"[""TE""]",FA,1986-11-24,2010,fd85786d-3900-4dc0-9b30-334ee30413ed,13232,24070,1691166,497236,9925,https://www.fantasypros.com/nfl/players/jimmy-graham.php
9714,Joe Webb III,Joe,Webb,QB,"[""QB""]",FA,1986-11-14,2010,250199f2-1387-4b55-b96f-17fedea6db7f,13484,24175,1123545,1037347,9992,https://www.fantasypros.com/nfl/players/joe-webb.php
9721,Rob Gronkowski,Rob,Gronkowski,TE,"[""TE""]",FA,1989-05-14,2010,2142a164-48ad-47d6-bb27-0bc58c6b2e62,13229,24017,1244303,497240,9902,https://www.fantasypros.com/nfl/players/rob-gronkowski.php
9722,Shawnbrey McNeal,Shawnbrey,McNeal,RB,"[""RB""]",FA,1988-10-17,,03c0a72e-4c36-47f5-ba96-8790e8b84b0b,,24488,1272291,,10039,https://www.fantasypros.com/nfl/players/shawnbrey-mcneal.php
9736,Cornelius Ingram,Cornelius,Ingram,TE,"[""TE""]",FA,1985-06-10,,676b62ad-252d-4710-8efe-8f1390c61772,,9417,502391,,9586,https://www.fantasypros.com/nfl/players/cornelius-ingram.php
9781,Jeremy Williams,Jeremy,Williams,WR,"[""WR""]",FA,,,58e8e62b-37de-4d28-b731-267dd55a08c7,,24423,559767,,9865,https://www.fantasypros.com/nfl/players/jeremy-williams.php
9808,Antonio Brown,Antonio,Brown,WR,"[""WR""]",FA,1988-07-10,2010,16e33176-b73e-49b7-b0aa-c405b47a706e,13934,24171,1272852,2508061,9988,https://www.fantasypros.com/nfl/players/antonio-brown.php
9830,Brett Swenson,Brett,Swenson,K,"[""K""]",FA,1988-02-10,,2f3ef06b-0157-4087-9e02-0a0681c1d288,,24468,1116869,,10046,https://www.fantasypros.com/nfl/players/brett-swenson.php
9853,Andy Fantuz,Andy,Fantuz,WR,"[""WR""]",FA,1983-12-18,,72cf7a8c-6a6b-426b-bb8a-ecbe4fb6fa7b,,24782,1803773,,10256,https://www.fantasypros.com/nfl/players/andy-fantuz.php
9856,Patrick Peterson,Patrick,Peterson,CB,"[""CB""]",FA,1990-07-11,2011,9f3b934e-52d6-4e16-ae92-d3e60be10493,13980,24792,1632296,2495504,10260,https://www.fantasypros.com/nfl/players/patrick-peterson.php
9857,A.J. Green,A.J.,Green,WR,"[""WR""]",FA,1988-07-31,2011,c9701373-23f6-4058-9189-8d9c085f3c49,13983,24791,1673207,2495450,10261,https://www.fantasypros.com/nfl/players/aj-green.php
9858,Blaine Gabbert,Blaine,Gabbert,QB,"[""QB""]",FA,1989-10-15,2011,de816e24-8442-49a4-99cd-dde7e7c05863,13987,24797,1630777,2495441,10262,https://www.fantasypros.com/nfl/players/blaine-gabbert.php
9859,Adrian Clayborn,Adrian,Clayborn,DE,"[""DE""]",FA,1988-07-06,2011,072ec285-1430-48d4-9342-5a1b9af527f3,13965,24807,1115762,2495140,10263,https://www.fantasypros.com/nfl/players/adrian-clayborn.php
9861,Marcell Dareus,Marcell,Dareus,DT,"[""DT""]",FA,1990-03-13,2011,f44b4942-1de1-41d7-a8f5-c44552e7c336,13992,24790,1632200,2495478,10265,https://www.fantasypros.com/nfl/players/marcell-dareus.php
9862,Cameron Heyward,Cameron,Heyward,DT,"[""DT"",""DT,DE""]",PIT,1989-05-06,2011,9779acc7-ed88-4a16-b78d-230ace9ec3eb,13977,24818,1243804,2508109,10266,https://www.fantasypros.com/nfl/players/cameron-heyward.php
9863,Von Miller,Von,Miller,LB,"[""LB"",""LB,DE""]",DAL,1989-03-26,2011,cc9528c4-3a18-4d3f-8d8f-cfef4dcd2d38,13976,24789,1620879,2495202,10267,https://www.fantasypros.com/nfl/players/von-miller.php
9865,Robert Quinn,Robert,Quinn,LB,"[""LB"",""LB,DE""]",FA,1990-05-18,2011,57bd3249-bae3-4e13-b4d6-f86dbc4978e7,13984,24801,1630332,2495485,10269,https://www.fantasypros.com/nfl/players/robert-quinn.php
9867,Julio Jones,Julio,Jones,WR,"[""WR""]",FA,1989-02-08,2011,0b3217b9-ba37-4222-95cb-a7a222441e8b,13982,24793,1623794,2495454,10271,https://www.fantasypros.com/nfl/players/julio-jones.php
9871,Allen Bailey,Allen,Bailey,DE,"[""DE"",""DE,DT""]",FA,1989-03-25,2011,750c6332-6848-4303-9916-a6ed49833a56,14020,24873,1272275,2495116,10275,https://www.fantasypros.com/nfl/players/allen-bailey.php
9872,Mark Ingram II,Mark,Ingram,RB,"[""RB""]",FA,1989-12-21,2011,f336567d-44a9-4245-8452-1dd485fd70fb,13981,24815,1623793,2495466,10276,https://www.fantasypros.com/nfl/players/mark-ingram.php
9873,Justin Houston,Justin,Houston,DE,"[""DE"",""LB,DE""]",FA,1989-01-21,2011,98841eb4-0f2a-4073-bc91-0fa8548b305b,14048,24857,1620558,2495493,10277,https://www.fantasypros.com/nfl/players/justin-houston.php
9876,Ryan Kerrigan,Ryan,Kerrigan,DE,"[""DE""]",FA,1988-08-16,2011,a25f92e6-6e67-4463-a32f-77976807b3d8,13973,24803,1243851,2495190,10280,https://www.fantasypros.com/nfl/players/ryan-kerrigan.php
9880,Corey Liuget,Corey,Liuget,DT,"[""DT""]",FA,1990-03-18,2011,ac540ab1-95e1-48a2-ac93-6c0037c5a026,13989,24805,1630900,2495483,10285,https://www.fantasypros.com/nfl/players/corey-liuget.php
9886,Cameron Jordan,Cameron,Jordan,DE,"[""DE""]",NO,1989-07-10,2011,543e5e1e-50e5-482d-a6ad-498d7fab497e,13971,24811,1272992,2495184,10292,https://www.fantasypros.com/nfl/players/cameron-jordan.php
9888,Jimmy Smith,Jimmy,Smith,CB,"[""CB""]",FA,1988-07-26,2011,c3d6c803-1c91-4bd9-956c-7f6c292558c5,13963,24814,1114290,2508107,10294,https://www.fantasypros.com/nfl/players/jimmy-smith.php
9902,Randall Cobb,Randall,Cobb,WR,"[""WR""]",FA,1990-08-22,2011,3283f152-d373-43b3-b88f-f6f261c48e81,14053,24851,1632091,2495448,10308,https://www.fantasypros.com/nfl/players/randall-cobb.php
9906,Kyle Rudolph,Kyle,Rudolph,TE,"[""TE""]",FA,1989-11-09,2011,1059e9dc-97df-4643-9116-883a0573d8b1,14054,24830,1633122,2495438,10312,https://www.fantasypros.com/nfl/players/kyle-rudolph.php
9907,Andy Dalton,Andy,Dalton,QB,"[""QB""]",PHI,1987-10-29,2011,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,14012,24822,1125961,2495143,10313,https://www.fantasypros.com/nfl/players/andy-dalton.php
9909,Brooks Reed,Brooks,Reed,DE,"[""DE"",""LB,DE""]",FA,1987-02-28,2011,b6782b61-89e1-4a9d-9ad1-7715eb6ff628,13997,24829,1113452,2495218,10315,https://www.fantasypros.com/nfl/players/brooks-reed.php
9914,Jabaal Sheard,Jabaal,Sheard,DE,"[""DE""]",FA,1989-05-10,2011,7bad73a1-c023-4b53-bd4c-dedf18480b8a,14036,24824,1243192,2495228,10320,https://www.fantasypros.com/nfl/players/jabaal-sheard.php
9918,Marcus Gilchrist,Marcus,Gilchrist,S,"[""S""]",FA,1988-12-08,2011,80cd039e-08e5-48ef-935d-ac46db36460d,14018,24837,1262941,2495153,10324,https://www.fantasypros.com/nfl/players/marcus-gilchrist.php
9929,Jurrell Casey,Jurrell,Casey,DE,"[""DE"",""DE,DT""]",FA,1989-12-05,2011,31b604a7-4f2e-4cfd-b040-5d749f7f5d5b,14047,24864,1631879,2495476,10335,https://www.fantasypros.com/nfl/players/jurrell-casey.php
9944,K.J. Wright,K.J.,Wright,LB,"[""LB""]",FA,1989-07-23,2011,93ff0e6f-fee3-41d1-a913-6111cd9ebef1,14140,24886,1273493,2495252,10350,https://www.fantasypros.com/nfl/players/kj-wright.php
9948,Luke Stocker,Luke,Stocker,TE,"[""TE""]",FA,1988-07-17,2011,5b712aed-201c-43dd-b978-b7b6ef91178e,14099,24891,1125485,2495234,10354,https://www.fantasypros.com/nfl/players/luke-stocker.php
9972,Anthony Sherman,Anthony,Sherman,RB,"[""RB""]",FA,1988-12-11,2011,e033ce15-9fc5-430b-90e2-90dfe52b21c1,14135,24923,1277500,2495340,10378,https://www.fantasypros.com/nfl/players/anthony-sherman.php
9973,Buster Skrine,Buster,Skrine,CB,"[""CB""]",FA,1989-04-26,2011,639ff90f-285c-44a7-ba8d-6a47d0ecff71,14139,24924,1687803,2495343,10379,https://www.fantasypros.com/nfl/players/buster-skrine.php
9983,Dion Lewis,Dion,Lewis,RB,"[""RB""]",FA,1990-09-27,2011,b25ba2bd-80bd-4295-9034-cf9242fb207b,14198,24936,1664753,2495469,10389,https://www.fantasypros.com/nfl/players/dion-lewis.php
9987,Richard Sherman,Richard,Sherman,CB,"[""CB""]",FA,1988-03-30,2011,29ac0dbd-2d1c-40da-88ba-36f0d3856d05,14086,24941,1117823,2495507,10393,https://www.fantasypros.com/nfl/players/richard-sherman.php
9992,Lee Smith,Lee,Smith,TE,"[""TE""]",FA,1987-11-21,2011,cf23126f-055b-4617-819b-bb4bcb84541a,14215,24946,1276441,2495347,10398,https://www.fantasypros.com/nfl/players/lee-smith.php
9997,Lawrence Wilson,Lawrence,Wilson,LB,"[""LB""]",FA,1987-11-16,,2fc2596d-ade3-4e38-8ea0-1b335b3002a4,,24953,1277508,,10403,https://www.fantasypros.com/nfl/players/lawrence-wilson.php
10004,Dwayne Harris,Dwayne,Harris,WR,"[""WR""]",FA,1987-09-16,2011,5ed2cea8-e0c6-482c-9ee1-548c06612226,14100,24963,1245905,2495159,10410,https://www.fantasypros.com/nfl/players/dwayne-harris.php
